!03511426-n	heelless	0.0	[0]
03015254-n	chest of drawers	0.0	[0]
03017428-n	chimney	0.0	[0, 0, 0]
03023852-a	turkish	0.0	[0]
03030035-n	cigar	0.0	[0, 0]
03046257-n	clock	0.0	[0, 0]
03106110-n	cord	0.0	[0]
03109881-n	corner	0.0	[0, 0, 0]
03110669-n	trumpet	0.0	[0]
03112099-n	corridor	0.0	[0, 0, 0, 0, 0, 0]
03113835-n	costume	0.0	[0]
03114504-n	camp-bed	0.0	[0]
03114508-a	saxon	0.0	[0]
03118969-n	country-house	34.0	[34.0]
03135917-n	cross bar	0.0	[0]
03136057-a	shaped	0.0	[0]
03147509-n	cup	0.0	[0]
03151500-n	cushion	0.0	[0]
03162297-n	dark-lantern	0.0	[0.0, 0.0]
03179701-n	desk	0.0	[0]
03221720-n	door	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03224032-n	door	0.0	[0, 0]
03224032-n	doorway	0.0	[0]
03233905-n	drawer	0.0	[0, 0]
03237416-n	top-hat	0.0	[0]
03237992-n	dressing-gown	0.0	[0, 0, 0, 0, 0, 0]
03238586-n	dressing-table	0.0	[0]
03255648-n	dummy	-34.0	[-34.0]
03259505-n	home	0.0	[0]
03343560-n	fire	-17.0	[-34.0, 0]
03346455-n	fireplace	0.0	[0, 0]
03365592-n	floor	0.0	[0, 0, 0, 0, 0, 0, 0]
03365991-n	floor	0.0	[0, 0, 0, 0]
03397532-n	frill	0.0	[0]
03398228-n	frock-coat	0.0	[0]
03398467-n	front	0.0	[0]
03405725-n	furniture	0.0	[0]
03409393-n	gable	0.0	[0, 0]
03411079-n	gaiter	0.0	[0]
03427296-n	gate	0.0	[0, 0]
03441112-n	glove	0.0	[0]
03463381-n	ground floor	0.0	[0]
03485794-n	handkerchief	0.0	[0]
03485997-n	handle	0.0	[0]
03497352-n	hasp	0.0	[0]
03497657-n	hat	0.0	[0, 0]
03502331-n	veil	0.0	[0, 0]
03502509-n	headgear	0.0	[0]
03511175-n	hedge	0.0	[0]
03521076-n	hinge	0.0	[0, 0]
03532672-n	hook	0.0	[0]
03541696-n	inn	0.0	[0, 0, 0, 0]
03544360-n	house	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03545150-n	house	0.0	[0]
03570526-n	metal bar	0.0	[0]
03589791-n	jacket	0.0	[0]
03612814-n	kettle	0.0	[0]
03613294-n	key	0.0	[0, 0]
03623556-n	knife	0.0	[0.0]
03627232-n	knot	0.0	[0]
03631177-n	lace	0.0	[0]
03636248-n	lamp	0.0	[0, 0, 0, 0, 0, 0, 0]
03640589-n	lane	0.0	[0]
03643907-n	lash	-8.5	[0, 0, 0, -34.0]
03656484-n	lens	0.0	[0, 0, 0]
03665366-n	light	0.0	[0.0, 0.0]
03666591-n	light	34.0	[34.0, 34.0, 34.0]
03679712-n	sitting-room	0.0	[0, 0, 0, 0, 0]
03682487-n	lock	-17.0	[0, -34.0]
03718458-n	manor-house	0.0	[0]
03719053-n	mansion	0.0	[0]
03719343-n	mantelpiece	0.0	[0]
03725717-n	masonry	0.0	[0]
03728437-n	match	8.5	[0, 0, 0, 34.0]
03729402-n	match-box	0.0	[0]
03824381-n	night-dress	0.0	[0]
03829563-n	noose	-34.0	[-34.0]
03889626-n	parapet	0.0	[0]
03892557-n	parsonage	0.0	[0]
03892891-n	portion	0.0	[0]
03895293-n	passage	0.0	[0, 0]
03899533-n	foot-path	0.0	[0]
03938244-n	pillow	0.0	[0]
03945167-n	pipe	0.0	[0]
03948459-n	pistol	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
03949663-n	pit	-64.0	[-64.0]
03972524-n	pocket	0.0	[0, 0, 0]
03975926-n	poker	0.0	[0, 0, 0, 0]
04024396-n	puncture	-64.0	[-64.0]
04048568-n	railway	0.0	[0]
04086273-n	revolver	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
04089152-n	roof-tree	0.0	[0]
04089836-n	hunting-crop	0.0	[0, 0]
04096066-n	road	0.0	[0, 0]
04105068-n	roof	0.0	[0, 0]
04105893-n	room	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04108268-n	rope	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
04118021-n	carpet	0.0	[0]
04125021-n	safe	5.666666666666667	[0, 0, 34.0, 0, 0, 0]
04139291-n	saucer	0.0	[0, 0, 0]
04141712-n	scaffolding	0.0	[0]
04161358-n	seat	0.0	[0, 0]
04161981-n	seat	0.0	[0]
04186455-n	shawl	0.0	[0]
04190052-n	shelf	0.0	[0]
04199027-n	shoe	0.0	[0]
04211356-n	shutter	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
04213626-n	side	0.0	[0, 0]
04214535-n	side door	0.0	[0]
04236377-n	arm	0.0	[0]
04236377-n	sleeve	0.0	[0]
04241394-n	slipper	0.0	[0]
04241940-n	slit	0.0	[0]
04303258-n	staple	0.0	[0]
04306080-n	station	0.0	[0, 0, 0]
04321804-n	stock	0.0	[0]
04326084-n	stone	0.0	[0]
04326799-n	stone-work	0.0	[0]
04379243-n	table	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04395201-n	tassel	0.0	[0]
04411264-n	tent	0.0	[0]
04424218-n	thing	0.0	[0]
04432203-n	tiara	0.0	[0]
04453156-n	tooth-brush	0.0	[0]
04468005-n	train	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
04474843-n	trap	0.0	[0, 0, 0, 0]
04524313-n	vehicle	0.0	[0]
04526964-n	ventilator	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04538552-n	vice	0.0	[0.0]
04546855-n	wall	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04564698-n	way	0.0	[0, 0]
04565233-n	wayside	0.0	[0]
04577769-n	whip	-17.0	[-34.0, 0]
04578220-n	whipcord	0.0	[0, 0]
04582205-n	wicker-work	0.0	[0]
04585128-n	Wilton carpet	0.0	[0]
04585128-n	wilton	0.0	[0]
04587648-n	window	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04588986-n	window	0.0	[0]
04589745-n	window	0.0	[0]
04594218-n	wire	0.0	[0]
04598792-n	wood-work	0.0	[0]
04641153-n	compliance	34.0	[34.0]
04645943-n	hesitation	-34.0	[-34.0]
04679738-n	face	0.0	[0, 0, 0, 0]
04679738-n	expression	0.0	[0]
04682462-n	spot	0.0	[0]
04682462-n	speckle	0.0	[0]
04683814-n	beauty	64.0	[64.0]
04693096-n	crack	0.0	[0]
04693900-n	mark	-11.333333333333334	[-34.0, 0, 0]
04732067-n	point	0.0	[0]
04747445-n	resemblance	0.0	[0]
04753455-n	certainty	34.0	[34.0]
04757522-n	doubt	-25.5	[0, -34.0, -34.0, -34.0]
04807050-n	merit	34.0	[34.0]
04848492-n	conscience	0.0	[0]
04849241-n	goodness	0.0	[0]
04852750-n	wickedness	-95.0	[-95.0]
04857490-n	nerve	34.0	[34.0]
04894037-n	imprudence	-34.0	[-34.0]
04897762-n	conduct	0.0	[0]
04928903-n	way	0.0	[0, 0, 0, 0, 0, 0, 0]
04928903-n	fashion	6.8	[34.0, 0, 0, 0, 0]
04942869-n	disposition	0.0	[0, 0]
04952570-n	glare	-34.0	[-34.0]
04980008-n	smell	0.0	[0, 0, 0]
04981941-n	voice	0.0	[0, 0, 0, 0]
04982207-n	silence	-34.0	[-34.0, -34.0, -34.0]
04987620-n	tone	0.0	[0]
05010801-n	echo	0.0	[0]
05015117-n	cold	-34.0	[-34.0]
05015463-n	chill	-34.0	[-34.0]
05035353-n	strength	0.0	[0.0, 0.0, 0.0]
05037813-n	violence	-64.0	[-64.0]
05051249-n	length	0.0	[0]
05058580-n	rate	0.0	[0]
05059132-n	rapidity	34.0	[34.0]
05072663-n	curve	0.0	[0]
05111835-n	fall	-34.0	[-34.0]
05129565-n	distance	0.0	[0]
05129928-n	arm's length	0.0	[0]
05136150-n	breadth	0.0	[0, 0]
05142863-n	advantage	64.0	[64.0]
05143077-n	sake	0.0	[0, 0]
05145118-n	price	0.0	[0, 0]
05149325-n	purpose	0.0	[0.0]
05154908-n	aid	0.0	[0]
05170574-n	consequence	-34.0	[-34.0]
05174653-n	right	0.0	[0, 0.0, 0.0]
05194578-n	force	34.0	[34.0]
05194874-n	grip	0.0	[0]
05217168-n	figure	0.0	[0, 0, 0, 0]
05217168-n	form	0.0	[0]
05254795-n	hair	0.0	[0, 0, 0, 0]
05305806-n	lip	0.0	[0, 0]
05311054-n	eye	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05313535-n	brow	0.0	[0, 0]
05313822-n	lid	0.0	[0]
05320899-n	ear	0.0	[0, 0, 0, 0]
05406570-n	bile	0.0	[0]
05538625-n	head	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05546540-n	neck	0.0	[0, 0]
05547508-n	throat	0.0	[0]
05548840-n	shoulder	0.0	[0, 0, 0, 0, 0]
05553288-n	breast	0.0	[0, 0]
05560244-n	limb	0.0	[0, 0]
05562595-n	lap	0.0	[0, 0]
05563266-n	foot	0.0	[0, 0, 0, 0]
05563770-n	arm	0.0	[0, 0, 0, 0]
05564323-n	forearm	0.0	[0]
05564590-n	hand	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05565064-n	fist	-34.0	[-34.0]
05565337-n	right hand	0.0	[0]
05565548-n	left	0.0	[0]
05565696-n	palm	0.0	[0, 0]
05566504-n	finger	0.0	[0, 0, 0, 0]
05567217-n	thumb	0.0	[0, 0, 0]
05573602-n	knee	0.0	[0, 0]
05578442-n	ankle	0.0	[0]
05584928-n	wrist	0.0	[0, 0, 0, 0]
05598147-n	nose	0.0	[0, 0]
05599617-n	chin	0.0	[0, 0, 0, 0]
05600637-n	face	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05601758-n	feature	0.0	[0, 0]
05602548-n	brow	0.0	[0, 0]
05611302-n	mind	0.0	[0, 0, 0]
05614657-n	good sense	49.0	[64.0, 34.0]
05616246-n	power	34.0	[34.0]
05618056-n	brain	0.0	[0]
05623818-n	sight	0.0	[0]
05637558-n	skill	34.0	[34.0]
05638987-n	art	34.0	[34.0]
05650579-n	attention	0.0	[0, 0.0, 0.0, 0.0]
05660268-n	method	0.0	[0]
05671325-n	matter	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
05671325-n	thing	0.0	[0, 0]
05671325-n	business	0.0	[0]
05671325-n	affair	0.0	[0, 0, 0, 0, 0, 0]
05671526-n	less	0.0	[0]
05675130-n	consciousness	11.333333333333334	[34.0, 0, 0]
05682950-n	interest	41.5	[34.0, 34.0, 34.0, 64.0]
05685030-n	bewilderment	-34.0	[-34.0]
05685363-n	perplexity	-34.0	[-34.0]
05685538-n	mystery	-9.5	[-34.0, 64.0, -34.0, -34.0]
05685538-n	clear	64.0	[64.0]
05686955-n	difficulty	-34.0	[-34.0, -34.0, -34.0, -34.0]
05687338-n	trouble	-64.0	[-64.0, -64.0, -64.0]
05687958-n	deep water	0.0	[0.0]
05690269-n	obstacle	-34.0	[-34.0]
05698247-n	doubt	-34.0	[-34.0, -34.0]
05700793-n	reverie	34.0	[34.0]
05702275-n	attention	25.5	[34.0, 34.0, 0, 34.0]
05703307-n	eye	0.0	[0, 0, 0]
05703956-n	mind	0.0	[0]
05707495-n	intuition	0.0	[0]
05713737-n	smell	0.0	[0, 0, 0, 0]
05714161-n	scent	0.0	[0]
05718254-n	sound	0.0	[0, 0, 0]
05720248-n	noise	-34.0	[-34.0]
05724694-n	pain	-95.0	[-95.0]
05760202-n	memory	0.0	[0]
05766077-n	picture	0.0	[0]
05770926-n	thought	0.0	[0, 0, 0]
05773049-n	line	0.0	[0, 0, 0]
05774129-n	deduction	0.0	[0]
05790452-n	pleasure	64.0	[64.0]
05793554-n	basis	17.0	[0, 34.0]
05807933-n	light	27.2	[0, 34.0, 34.0, 34.0, 34.0]
05809878-n	world	0.0	[0]
05810561-n	life	0.0	[0, 0]
05813229-n	love	64.0	[64.0]
05813229-n	passion	64.0	[64.0]
05817396-n	fact	0.0	[0, 0, 0, 0, 0, 0]
05817743-n	case	0.0	[0]
05817845-n	detail	0.0	[0]
05817845-n	point	0.0	[0, 0, 0, 0, 0, 0]
05819453-n	truth	34.0	[34.0]
05820170-n	respect	0.0	[0]
05823932-n	evidence	0.0	[0]
05824739-n	proof	34.0	[34.0]
05826914-n	track	0.0	[0]
05829782-n	pleasure	64.0	[64.0]
05833840-n	idea	34.0	[34.0, 34.0, 34.0, 34.0, 34.0]
05838176-n	conclusion	0.0	[0, 0, 0]
05839024-n	kind	0.0	[0, 0, 0]
05839024-n	sort	0.0	[0, 0]
05839024-n	form	0.0	[0, 0, 0]
05846054-n	rule	0.0	[0]
05849284-n	character	0.0	[0, 0, 0]
05849789-n	feature	0.0	[0]
05852553-n	side	0.0	[0]
05868954-n	element	0.0	[0]
05870055-n	one	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
05888929-n	theory	0.0	[0]
05896059-n	fancy	-32.0	[-32.0]
05898568-n	plan	0.0	[0, 0]
05916739-n	opinion	0.0	[0]
05916739-n	belief	34.0	[34.0]
05919034-n	suspicion	-44.0	[-34.0, -64.0, -34.0]
05919263-n	heart	0.0	[0, 0, 0]
05936704-n	impression	0.0	[0.0]
05945642-n	thought	0.0	[0]
05950733-n	promise	64.0	[64.0]
05952979-n	theory	0.0	[0]
05957737-n	scruple	-34.0	[-34.0]
05981230-n	object	0.0	[0, 0]
05988498-n	darkness	-64.0	[-64.0]
06208751-n	position	0.0	[0, 0]
06210363-n	point of view	0.0	[0, 0]
06253140-n	public exposure	0.0	[0]
06255777-n	sheet of paper	0.0	[0, 0, 0, 0]
06286395-n	word	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06321702-n	adjective	0.0	[0]
06333653-n	name	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06341249-n	miss	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06341340-n	mr.	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06341340-n	Mr.	0.0	[0]
06341431-n	mrs.	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06410904-n	book	0.0	[0]
06470073-n	paper	0.0	[0, 0, 0]
06482401-n	point	0.0	[0]
06503034-n	case-book	0.0	[0]
06504462-n	note	0.0	[0, 0]
06518719-n	ticket	0.0	[0]
06519936-n	return ticket	0.0	[0]
06544142-n	will	0.0	[0]
06601327-n	meaning	0.0	[0, 0]
06631506-n	hospitality	64.0	[64.0]
06632671-n	good-morning	0.0	[0]
06632807-n	good-afternoon	0.0	[0.0]
06642356-n	news	0.0	[0]
06646243-n	sign	0.0	[0, 0, 0]
06647206-n	record	0.0	[0]
06648724-n	statement	0.0	[0]
06671484-n	advice	40.0	[34.0, 34.0, 34.0, 64.0, 34.0]
06689297-n	permission	0.0	[0.0, 0.0]
06690114-n	leave	0.0	[0]
06697331-n	degree	0.0	[0]
06722453-n	statement	0.0	[0, 0]
06738162-n	word	0.0	[0, 0, 0, 0, 0, 0]
06740402-n	reason	0.0	[0, 0]
06741305-n	excuse	-34.0	[-34.0]
06746005-n	answer	3.4	[0, 0, 0, 34.0, 0, 0, 0, 0, 0, 0]
06746005-n	reply	8.5	[34.0, 0, 0, 0]
06755947-n	provision	34.0	[34.0]
06759349-n	pretence	-34.0	[-34.0]
06766190-n	mention	0.0	[0]
06766544-n	allusion	0.0	[0, 0, 0, 0, 0]
06770875-n	term	0.0	[0, 0]
06783768-n	question	0.0	[0, 0]
06784966-n	case	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06791372-n	signal	0.0	[0, 0]
06798750-n	mark	0.0	[0, 0]
06798750-n	print	0.0	[0]
06802571-n	herald	34.0	[34.0]
06878071-n	smile	32.0	[64.0, 0]
07110615-n	voice	0.0	[0]
07121157-n	cry	-32.4	[-64.0, -34.0, 34.0, -34.0, -64.0]
07121157-n	yell	-64.0	[-64.0]
07123012-n	scream	-64.0	[-64.0]
07123012-n	shriek	-64.0	[-64.0]
07125958-n	ejaculation	-64.0	[-64.0]
07127006-n	laugh	64.0	[64.0, 64.0]
07133701-n	conversation	0.0	[0]
07134706-n	exchange	0.0	[0]
07135080-n	gossip	-34.0	[-34.0]
07135734-n	talk	0.0	[0, 0]
07137807-n	detail	0.0	[0, 0]
07140659-n	word	0.0	[0, 0]
07140978-n	argument	-34.0	[-34.0]
07161741-n	hand in marriage	0.0	[0]
07184149-n	quarrel	-49.0	[-64.0, -34.0]
07208338-n	objection	-34.0	[-34.0]
07221094-n	narrative	0.0	[0, 0]
07223450-n	rumour	-34.0	[-34.0]
07226545-n	promise	39.0	[34.0, 34.0, 34.0, 34.0, 34.0, 64.0]
07227301-n	word	0.0	[0, 0]
07227772-n	pledge	0.0	[0]
07228211-n	engagement	34.0	[34.0]
07229245-n	thank you	34.0	[34.0]
07246742-n	objection	-34.0	[-34.0, -34.0]
07279687-n	order	0.0	[0]
07288215-n	time	0.0	[0, 0]
07292694-n	result	34.0	[34.0, 34.0]
07296428-n	alteration	0.0	[0]
07301336-n	accident	-64.0	[-64.0]
07302836-n	fire	-34.0	[-34.0]
07304852-n	misfortune	-64.0	[-64.0]
07307477-n	incident	0.0	[0, 0, 0]
07308889-n	example	0.0	[0]
07309599-n	time	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
07316999-n	coincidence	34.0	[34.0]
07318133-n	ruin	-64.0	[-64.0]
07319103-n	success	49.0	[64.0, 34.0]
07321772-n	appearance	0.0	[0]
07323436-n	apparition	-34.0	[-34.0]
07326557-n	cause	-32.0	[0.0, -34.0, -60.0, -34.0]
07355491-n	death	-70.92307692307692	[-64.0, -64.0, -95.0, -95.0, -34.0, -95.0, -95.0, -95.0, -95.0, 0, 0, -95.0, -95.0]
07371293-n	sound	0.0	[0, 0, 0]
07374756-n	mixture	0.0	[0]
07377682-n	roar	-34.0	[-34.0]
07380144-n	crash	-34.0	[-34.0]
07380144-n	clang	-34.0	[-34.0, -34.0]
07381864-n	creak	-34.0	[-34.0]
07382572-n	cry	0.0	[0]
07385660-n	hubbub	-64.0	[-64.0]
07391863-n	ring	0.0	[0, 0, 0]
07400156-n	whistle	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
07412478-n	gleam	-34.0	[-34.0]
07420770-n	harm	-34.0	[-34.0]
07434942-n	burst	-34.0	[-34.0]
07436100-n	jet	0.0	[0]
07480896-n	passion	64.0	[64.0]
07491981-n	zest	64.0	[64.0]
07503987-n	horror	-95.0	[-95.0]
07509572-n	astonishment	64.0	[64.0, 64.0]
07510348-n	surprise	64.0	[64.0, 64.0, 64.0]
07513508-n	agitation	-64.0	[-64.0]
07516997-n	fury	-64.0	[-64.0]
07519253-n	fear	-56.5	[-34.0, -64.0, -64.0, -64.0]
07519253-n	fright	-64.0	[-64.0]
07519773-n	alarm	-34.0	[-34.0]
07520411-n	horror	-84.66666666666667	[-95.0, -95.0, -64.0]
07520612-n	terror	-95.0	[-95.0, -95.0, -95.0, -95.0, -95.0]
07526338-n	security	64.0	[64.0]
07526757-n	happiness	64.0	[64.0]
07527352-n	joy	64.0	[64.0]
07548978-n	resentment	-64.0	[-64.0]
07551052-n	temper	-32.666666666666664	[-34.0, -64.0, 0]
07553964-n	pity	-34.0	[-34.0]
07574602-n	breakfast	0.0	[0]
07844042-n	milk	0.0	[0, 0, 0, 0]
07903208-n	brandy	0.0	[0]
07929519-n	coffee	0.0	[0]
07942152-n	people	0.0	[0, 0]
07947255-n	folks	0.0	[0]
07959943-n	cluster	0.0	[0]
07959943-n	clump	0.0	[0]
07966927-n	business	0.0	[0]
07970406-n	family	0.0	[0]
07970721-n	family	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 0.0, 0.0]
07985223-n	pair	0.0	[0, 0]
08078020-n	family	0.0	[0]
08078020-n	household	0.0	[0]
08112096-n	profession	0.0	[0]
08209687-n	police	0.0	[0, 0]
08223688-n	parish	0.0	[0, 0]
08226335-n	metropolis	0.0	[0]
08226699-n	village	0.0	[0, 0, 0]
08240169-n	band	0.0	[0, 0, 0]
08334873-n	police-court	0.0	[0.0]
08438928-n	grove	0.0	[0]
08457976-n	series	0.0	[0, 0]
08462320-n	data	0.0	[0, 0]
08489497-n	here	0.0	[0, 0, 0, 0]
08489627-n	there	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
08491027-n	address	0.0	[0]
08499057-n	air	0.0	[0]
08523483-n	centre	0.0	[0, 0, 0]
08523483-n	middle	0.0	[0]
08544419-n	corner	0.0	[0, 0]
08546183-n	county	0.0	[0, 0, 0, 0, 0, 0]
08560952-n	view	0.0	[0, 0]
08561081-n	north	0.0	[0]
08561835-n	west	0.0	[0]
08565701-n	border	0.0	[0, 0]
08566707-n	end	0.0	[0, 0]
08569998-n	field	0.0	[0]
08570634-n	meadow	0.0	[0]
08573472-n	front	0.0	[0, 0]
08588294-n	inside	0.0	[0, 0]
08591399-n	den	0.0	[0]
08591592-n	lawn	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
08613472-n	outside	0.0	[0, 0]
08613593-n	outside	0.0	[0]
08615149-n	park	0.0	[0]
08615374-n	park	0.0	[0]
08620061-n	point	0.0	[0]
08621598-n	place	0.0	[0]
08621598-n	position	0.0	[0, 0]
08645963-n	scene	0.0	[0]
08646306-n	darkness	0.0	[0.0]
08647945-n	seat	0.0	[0]
08649345-n	side	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
08653706-n	stand	0.0	[0, 0, 0, 0]
08663354-n	top	0.0	[0]
08664443-n	place	0.0	[0, 0]
08665281-n	tropics	0.0	[0]
08665504-n	town	0.0	[0, 0, 0, 0, 0]
08672738-n	village	0.0	[0, 0, 0]
08679972-n	direction	0.0	[0, 0, 0, 0]
08871007-n	england	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
08873622-n	london	0.0	[0, 0, 0, 0, 0]
08881256-n	berkshire	0.0	[0]
08882365-n	hampshire	0.0	[0]
08884961-n	surrey	0.0	[0, 0, 0]
08900535-n	india	0.0	[0, 0, 0]
08903636-n	calcutta	0.0	[0]
09178999-n	reason	0.0	[0, 0]
09178999-n	ground	0.0	[0]
09179606-n	why	0.0	[0, 0, 0, 0, 0, 0]
09185280-n	signal	0.0	[0]
09228801-n	breach	34.0	[34.0]
09247410-n	cloud	0.0	[0]
09257011-n	corner	0.0	[0]
09284015-n	timber	0.0	[0]
09304465-n	hole	0.0	[0]
09334396-n	ground	0.0	[0, 0, 0, 0]
09335240-n	ground	0.0	[0]
09363970-n	must	4.25	[0, 0, 0, 0, 34.0, 0, 0, 0]
09367991-n	want	34.0	[34.0, 34.0]
09379111-n	opening	0.0	[0, 0, 0]
09387222-n	path	0.0	[0]
09387222-n	track	0.0	[0]
09432060-n	sheet	0.0	[0]
09436708-n	heaven	64.0	[64.0]
09437454-n	slope	0.0	[0]
09448361-n	stream	0.0	[0]
09450163-n	sun	0.0	[0, 0]
09452395-n	swamp	-34.0	[-34.0]
09480077-n	window	0.0	[0]
09536058-n	god	0.0	[0, 0.0, 0.0]
09543353-n	devil	-95.0	[-95.0]
09604451-n	Sherlock Holmes	0.0	[0, 0, 0]
09604451-n	Holmes	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
09604451-n	sherlock holmes	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
09604451-n	holmes	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
09630641-n	unfortunate	-64.0	[-64.0]
09763784-n	friend	34.0	[34.0, 34.0, 34.0]
09763784-n	acquaintance	0.0	[0]
09785042-n	friend	34.0	[34.0, 34.0, 34.0, 34.0]
09805475-n	architect	0.0	[0]
09816771-n	associate	0.0	[0]
09823502-n	aunt	0.0	[0, 0, 0]
09829923-n	bachelor	0.0	[0]
09845589-n	brute	-34.0	[-34.0]
09859152-n	blacksmith	0.0	[0]
09870926-n	boy	0.0	[0]
09878275-n	builder	0.0	[0]
09883807-n	busybody	-34.0	[-34.0]
09884509-n	butler	0.0	[0]
09908025-n	fellow	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
09908025-n	lad	0.0	[0, 0, 0, 0, 0]
09917593-n	child	0.0	[0, 0, 0, 0, 0]
09945905-n	fellow	0.0	[0]
09945905-n	companion	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
09965985-n	coroner	-8.5	[0, 0, 0, -34.0]
09966710-n	correspondent	0.0	[0]
09977660-n	criminal	-49.0	[-64.0, -34.0]
09984659-n	client	0.0	[0, 0, 0]
09989290-n	madam	0.0	[0, 0, 0, 0]
09992837-n	daughter	0.0	[0]
10009276-n	detective	0.0	[0]
10020890-n	doctor	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10035430-n	driver	0.0	[0, 0, 0, 0]
10037385-n	drunkard	-64.0	[-64.0]
10083358-n	fellow	0.0	[0]
10100761-n	fool	-64.0	[-64.0]
10112591-n	friend	28.714285714285715	[64.0, 34.0, 34.0, 34.0, 34.0, 0, 32.0, 34.0, 0, 34.0, 0, 34.0, 34.0, 34.0]
10118844-n	gambler	-64.0	[-64.0]
10127273-n	gentleman	18.88888888888889	[34.0, 34.0, 0, 0, 34.0, -34.0, 34.0, 34.0, 34.0]
10129825-n	young lady	0.0	[0, 0, 0]
10129825-n	girl	0.0	[0, 0, 0, 0]
10154186-n	gipsy	0.0	[0, 0, 0, 0, 0, 0]
10168584-n	heir	34.0	[34.0]
10188715-n	housekeeper	0.0	[0, 0]
10217831-n	gipsy	0.0	[0]
10235549-n	relative	0.0	[0]
10243137-n	lady	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
