!03511426-n	heelless	0.0	[0]
11444117-n	death	-64.0	[-64.0]
11462526-n	storm	0.0	[0]
11463371-n	glowing	0.0	[0]
11485367-n	sun	0.0	[0, 0]
11524662-n	weather	0.0	[0, 0, 0, 0, 0]
11537506-n	moss	0.0	[0]
11545714-n	fern	0.0	[0, 0, 0]
11620673-n	fir	0.0	[0, 0, 0]
11743294-n	rush	0.0	[0, 0]
12041446-n	orchid	0.0	[0, 0, 0]
12150028-n	sedge	0.0	[0]
12152532-n	cotton grass	0.0	[0]
12226932-n	heath	0.0	[0]
12268246-n	oak	0.0	[0]
12274630-n	scrub oak	0.0	[0]
13102648-n	creeper	0.0	[0]
13152742-n	foliage	0.0	[0]
13189844-n	bracken	0.0	[0]
13265011-n	gift	0.0	[0]
13327676-n	loss	-13.6	[0, 0, 0, -34.0, -34.0]
13392688-n	guinea	0.0	[0, 0, 0, 0]
13737700-n	three-quarters	0.0	[0]
13774115-n	tinge	0.0	[0]
13776342-n	mile	0.0	[0, 0]
13795695-n	bearing	0.0	[0]
13810818-n	remainder	0.0	[0]
13833375-n	south	0.0	[0]
13855627-n	contrast	0.0	[0, 0]
13869327-n	turn	0.0	[0, 0]
13872421-n	niche	0.0	[0]
13873917-n	circle	0.0	[0, 0]
13900422-n	column	0.0	[0]
13900760-n	plume	0.0	[0, 0]
13903576-n	fringe	0.0	[0, 0]
13912839-n	spur	0.0	[0]
13927383-n	situation	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
13929588-n	companionship	0.0	[0]
13931436-n	love affair	0.0	[0]
13939604-n	way	0.0	[0, 0]
13940456-n	height	32.0	[0, 64.0]
13942875-n	circumstance	0.0	[0, 0, 0]
13968092-n	employ	0.0	[0, 0]
13984944-n	shadow	0.0	[0, 0, 0.0, 0, 0.0, 0, 0, 0, 0, 0]
13985818-n	spirit	0.0	[0, 0, 0.0]
13989051-n	sadness	-64.0	[-64.0]
14006945-n	activity	0.0	[0]
14024882-n	slumber	0.0	[0]
14050871-n	flush	17.0	[0, 34.0]
14315192-n	swelling	0.0	[0]
14332085-n	sting	0.0	[0]
14379501-n	sanity	0.0	[0]
14402763-n	lisp	0.0	[0]
14416089-n	concealment	0.0	[0]
14445749-n	relief	34.0	[34.0, 34.0]
14447525-n	welfare	0.0	[0]
14473222-n	luck	0.0	[0]
14475405-n	misfortune	-64.0	[-64.0]
14476852-n	distress	-64.0	[-64.0]
14519366-n	climate	0.0	[0]
14526182-n	spirit	0.0	[0]
14562683-n	wear	0.0	[0]
14563564-n	darkness	-22.666666666666668	[0, -34.0, -34.0]
14658855-n	tin	0.0	[0, 0, 0]
14717275-n	bronze	0.0	[0]
14802262-n	wrought iron	0.0	[0]
14845743-n	water	0.0	[0, 0, 0, 0, 0.0, 0, 0]
14871078-n	flint	0.0	[0]
14882793-n	stained glass	0.0	[0]
14890286-n	granite	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
14942762-n	log	0.0	[0]
15153787-n	age	0.0	[0]
15164354-n	thursday	0.0	[0, 0, 0]
15164570-n	saturday	0.0	[0, 0, 0, 0, 0, 0, 0]
15167349-n	night	0.0	[0, 0, 0]
15180528-n	point	0.0	[0, 0, 0, 0]
15213115-n	oct	0.0	[0]
15236859-n	autumn	0.0	[0, 0, 0]
15239174-n	dry season	0.0	[0]
15249636-n	generation	0.0	[0]
15252524-n	time immemorial	0.0	[0]
76000000-x	indeed	0.0	[0]
76000000-x	my word	0.0	[0]
76000000-x	man	0.0	[0, 0]
76000010-x	hullo	0.0	[0, 0]
76000015-x	good-bye	0.0	[0, 0]
76000016-x	good-night	0.0	[0, 0]
80000213-n	figure	0.0	[0, 0, 0, 0, 0]
80000662-x	welcome	0.0	[0, 0]
80000821-r	till	0.0	[0, 0]
80000948-a	more than	0.0	[0, 0, 0]
80001120-n	upstairs	0.0	[0, 0, 0]
80001218-x	In the middle	0.0	[0, 0]
80001235-v	establish	0.0	[0]
80001259-v	on account of	0.0	[0, 0, 0]
80001382-x	oh	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
80001507-n	water	0.0	[0]
80001622-v	set	0.0	[0]
80001623-n	sovereign	0.0	[0, 0, 0, 0, 0, 0]
80001631-n	others	0.0	[0, 0, 0, 0, 0, 0, 0]
80001681-n	eye	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
80001722-r	how	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
80002103-v	bring to a head	0.0	[0]
80002104-n	box-room	0.0	[0]
80002147-n	wagonette	0.0	[0, 0, 0, 0, 0, 0, 0]
80002324-a	from many quarters	0.0	[0]
80002325-a	swollen	0.0	[0]
90000508-n	next week	0.0	[0, 0]
90000521-n	the other day	0.0	[0, 0]
dat	10.30	0.0	[0]
dat	13th	0.0	[0]
dat:year	this time	0.0	[0]
loc	paddington	0.0	[0]
loc	yard	0.0	[0, 0]
loc	3	0.0	[0]
loc	turpey	0.0	[0]
loc	borough	0.0	[0]
loc	shipley	0.0	[0]
loc	museum	0.0	[0, 0]
loc	college	0.0	[0]
loc	surgeon	0.0	[0]
loc	notting	0.0	[0, 0]
loc	hill	0.0	[0, 0]
loc	merripit	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
loc	up	0.0	[0]
loc	house	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
loc	mire	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
loc	long	0.0	[0, 0]
loc	down	0.0	[0, 0]
loc	yew alley	0.0	[0]
loc	fernworthy	0.0	[0, 0, 0]
num	6	0.0	[0]
org	official	0.0	[0]
org	registry	0.0	[0]
org	swan	0.0	[0]
org	edison	0.0	[0]
oth	harts-tongue	0.0	[0]
oth	george	0.0	[0]
oth	cyclopides	0.0	[0, 0]
per	clayton	0.0	[0, 0, 0]
per	selden	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
per	beryl	0.0	[0, 0, 0]
per	jack	0.0	[0]
per	Baskervilles	0.0	[0]
per	stapletons	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00004032-v	sigh	0.0	[0]
00007846-n	mortal	0.0	[0, 0, 0]
00007884-r	half	0.0	[0, 0, 0, 0, 0, 0]
00016573-v	nod	0.0	[0]
00021212-r	from time to time	0.0	[0, 0, 0]
00025728-r	all round	0.0	[0]
00027384-r	none the less	0.0	[0, 0]
00033922-r	before long	0.0	[0, 0]
00033922-r	presently	0.0	[0, 0, 0]
00035368-a	retired	0.0	[0]
00037226-r	truly	0.0	[0, 0]
00038013-r	really	0.0	[0, 0, 0]
00045607-r	beyond	0.0	[0, 0]
00047392-r	over	0.0	[0, 0, 0]
00047745-v	bear	0.0	[0]
00049530-n	intrusion	-34.0	[-34.0, -34.0, -34.0]
00053004-r	very well	34.0	[34.0]
00054435-r	easily	0.0	[0]
00054483-n	retreat	0.0	[0]
00061528-r	abruptly	-10.0	[0, -20.0]
00061885-a	clever	34.0	[34.0, 34.0]
00061885-a	ingenious	34.0	[34.0, 34.0]
00062626-a	handy	34.0	[34.0]
00062626-a	ready-handed	34.0	[34.0]
00063087-a	keen-witted	34.0	[34.0]
00064946-r	in the meantime	0.0	[0, 0]
00065064-a	positive	34.0	[34.0]
00066146-a	daring	0.0	[0, 0, 0]
00074407-r	backwards	0.0	[0]
00083393-r	twice	0.0	[0]
00085002-r	elsewhere	0.0	[0, 0, 0]
00086528-r	quicker	0.0	[0]
00097674-a	late	0.0	[0, 0, 0, 0, 0]
00099951-n	trick	0.0	[0]
00100551-v	work	0.0	[0]
00100592-r	early	0.0	[0]
00101655-r	far	0.0	[0]
00105603-r	promptly	0.0	[0, 0.0]
00106020-a	full	0.0	[0]
00107416-r	of late	0.0	[0, 0, 0, 0, 0]
00107987-r	by degrees	0.0	[0]
00118567-a	animated	0.0	[0]
00119568-n	jump	0.0	[0, 0]
00124659-v	step	0.0	[0]
00137562-r	alternately	0.0	[0]
00147187-n	coming upon	0.0	[0]
00148341-v	drop	0.0	[0]
00150351-r	right on	0.0	[0]
00151755-r	altogether	0.0	[0]
00152684-r	as follows	0.0	[0]
00154213-r	safely	37.9	[34.0, 34.0, 34.0, 40.0, 47.5]
00157624-r	completely	32.0	[64.0, 0]
00165585-a	dreamy	20.0	[20.0]
00165788-r	in name	0.0	[0]
00171135-r	suddenly	0.0	[0]
00171322-r	on the way	0.0	[0, 0]
00177926-r	day after day	0.0	[0]
00178909-r	amply	34.0	[34.0]
00179333-r	in other words	0.0	[0]
00180279-r	gently	0.0	[0, 0.0]
00181748-r	vigorously	0.0	[0]
00183823-r	gravely	-34.0	[-34.0]
00185509-a	open	0.0	[0]
00194357-a	ominous	-64.0	[-64.0, -64.0]
00204872-v	lose	-34.0	[-34.0]
00205885-v	better	26.5	[34.0, 19.0]
00205885-v	improve	34.0	[34.0]
00211092-a	smooth-faced	0.0	[0]
00218886-r	admirably	34.0	[34.0, 34.0, 34.0, 34.0]
00219855-r	cordially	34.0	[34.0, 34.0]
00220869-v	strengthen	34.0	[34.0]
00230172-n	disappearance	0.0	[0]
00232314-r	gloomily	-34.0	[-34.0]
00235570-r	away	0.0	[0]
00236086-a	sad-faced	-34.0	[-34.0]
00241093-r	severely	-20.0	[-20.0]
00243180-a	white	0.0	[0]
00243918-n	cooking	0.0	[0]
00244410-a	red-headed	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00244410-a	redheaded	0.0	[0, 0, 0]
00248659-v	get on	19.666666666666668	[0, 34.0, 25.0]
00252130-a	bashful	-20.0	[-20.0]
00258549-r	inwards	0.0	[0]
00258677-r	outwards	0.0	[0]
00259096-r	sooner	0.0	[0, 0, 0, 0]
00263682-v	puff out	0.0	[0]
00266806-n	fix	20.0	[20.0]
00271580-a	lit	0.0	[0]
00274068-a	pitch dark	0.0	[0]
00281657-a	shiny	0.0	[0]
00282389-a	lurid	0.0	[0]
00286008-v	stain	0.0	[0]
00297097-a	unbuttoned	0.0	[0]
00298420-v	pitch	0.0	[0]
00299161-r	in low spirits	-64.0	[-64.0]
00300469-a	rending	-34.0	[-34.0]
00301338-v	disqualify	-34.0	[-34.0]
00302394-n	flight	0.0	[0]
00306663-a	able	0.0	[0, 0, 0, 0]
00309647-n	expedition	0.0	[0, 0, 0.0, 0]
00316631-v	lengthen	0.0	[0]
00336274-n	bob	0.0	[0]
00342812-v	come	0.0	[0, 0]
00346537-v	recommence	0.0	[0]
00348252-v	enter	0.0	[0]
00348541-v	come along	0.0	[0, 0]
00348746-v	start	0.0	[0, 0, 0, 0]
00351000-n	right	0.0	[0]
00351168-n	left	0.0	[0]
00355611-a	same	0.0	[0, 0]
00355955-v	dissolve	-34.0	[-34.0]
00364479-a	depressing	-64.0	[-64.0]
00366393-r	personally	0.0	[0, 0]
00392432-r	loftily	-34.0	[-34.0]
00393683-a	vivid	0.0	[0]
00397633-a	flame-coloured	0.0	[0]
00402539-v	complicate	-29.333333333333332	[-34.0, -20.0, -34.0]
00403385-a	rich	21.333333333333332	[0, 0, 0, 0.0, 64.0, 64.0]
00403385-a	deep	11.333333333333334	[0, 0, 34.0]
00405179-a	drab	0.0	[0]
00405750-a	lurid	0.0	[0]
00405766-n	crouch	0.0	[0]
00414031-r	oppressively	-34.0	[-34.0]
00417413-a	clean	15.0	[20.0, 20.0, 0, 20.0]
00417787-r	by	0.0	[0, 0]
00419289-a	dirty	-34.0	[-34.0]
00424691-v	flash	0.0	[0]
00427580-n	joke	-34.0	[-34.0]
00430756-a	puzzling	-34.0	[-34.0]
00440121-r	refreshingly	34.0	[34.0]
00440579-a	dense	-34.0	[-34.0]
00444220-a	off the beaten track	0.0	[0]
00444220-a	out of the way	0.0	[0]
00446980-n	archery	0.0	[0]
00450234-r	serenely	20.0	[20.0]
00454135-v	line	0.0	[0, 0]
00457382-n	turn	0.0	[0]
00463469-v	flatten out	0.0	[0]
00494622-a	singular	0.0	[0]
00494907-a	communicative	0.0	[0]
00496167-n	rubber	0.0	[0, 0, 0]
00504043-r	immediately	0.0	[0, 0.0]
00510348-a	capable	34.0	[34.0, 34.0]
00510644-a	effective	34.0	[34.0]
00547641-a	curt	0.0	[0, 0.0]
00551215-n	programme	0.0	[0]
00557216-v	swing	0.0	[0]
00558536-v	break	0.0	[0, 0, 0]
00561375-v	fall	-34.0	[-34.0, -34.0]
00561375-v	lengthen	-34.0	[-34.0, -34.0]
00564857-v	wrinkle	0.0	[0]
00582388-n	job	0.0	[0]
00582388-n	occupation	0.0	[0, 0.0]
00584891-n	service	0.0	[0]
00586262-n	berth	0.0	[0]
00586262-n	vacancy	0.0	[0]
00586262-n	billet	0.0	[0, 0]
00586262-n	place	0.0	[0]
00589344-a	satisfied	27.6	[34.0, 34.0, 35.5, 0.0, 34.5]
00591519-v	perceive	0.0	[0, 0]
00591755-v	sink in	0.0	[0, 0]
00593071-a	relentless	0.0	[0]
00600370-v	enwrap	0.0	[0]
00602255-v	take in	0.0	[0]
00604897-a	handy	34.0	[34.0]
00605406-a	awkward	-34.0	[-34.0, -34.0]
00609683-v	remember	0.0	[0, 0, 0, 0, 0]
00614224-n	writing	0.0	[0, 0]
00614999-v	miss	-34.0	[-34.0]
00615774-v	except	0.0	[0]
00618878-v	identify	0.0	[0, 0]
00621734-v	confuse	0.0	[0]
00622068-n	struggle	-27.5	[-20.0, -35.0]
00623162-n	manual labour	0.0	[0, 0]
00631591-v	introspect	0.0	[0]
00634472-v	reason out	0.0	[0, 0]
00634906-v	puzzle out	0.0	[0]
00635850-n	inspection	0.0	[0, 0]
00636061-v	guess	34.0	[34.0]
00637455-a	pokey	-34.0	[-34.0]
00654446-v	come round	0.0	[0]
00662139-a	pierced	0.0	[0]
00664879-a	questioning	0.0	[0]
00670991-v	stand	0.0	[0, 0]
00676450-v	pick	0.0	[0, 0]
00683531-a	vulgar	-64.0	[-64.0]
00685113-a	fatal	0.0	[0]
00689344-v	conceive	0.0	[0]
00696852-v	refresh	0.0	[0]
00698398-v	will	5.0	[0, 0, 15.0]
00705498-a	in high spirits	64.0	[64.0]
00705891-a	delicate	0.0	[0]
00721838-a	positive	0.0	[0]
00724492-v	mind	0.0	[0, 0, 0]
00730052-v	think of	0.0	[0]
00741867-a	developed	0.0	[0]
00753685-n	fraud	-64.0	[-64.0]
00753685-n	hoax	-64.0	[-64.0, -64.0]
00755745-v	expect	0.0	[0, 0, 0]
00757056-v	make out	0.0	[0, 0, 0]
00762721-a	askance	-34.0	[-34.0]
00765396-v	apply	0.0	[0, 0, 0, 0, 0, 0]
00766418-v	persuade	0.0	[0, 0, 0]
00771632-v	take	0.0	[0]
00785470-v	spy	0.0	[0]
00786887-n	play	0.0	[0]
00789138-v	look into	0.0	[0, 0, 0, 0, 0]
00789448-v	call	0.0	[0, 0, 0]
00792202-a	predominate	0.0	[0]
00793250-a	assistant	0.0	[0, 0, 0]
00801626-v	dismiss	0.0	[0]
00807817-a	humdrum	-34.0	[-34.0]
00810764-a	stagnant	0.0	[0]
00817311-v	acknowledge	0.0	[0, 0, 0, 0, 0.0]
00831191-n	breathing	0.0	[0]
00836788-n	in-breath	0.0	[0]
00842772-v	find fault	-49.0	[-49.0]
00848420-v	insult	-49.0	[-49.0]
00849982-n	propagation	0.0	[0]
00851744-a	eligible	22.666666666666668	[0, 34.0, 34.0]
00859325-v	cheer up	64.0	[64.0]
00862327-a	theoretical	0.0	[0]
00868097-v	dare	0.0	[0]
00869690-a	oppress	-64.0	[-64.0]
00877127-n	looking at	0.0	[0, 0]
00879759-n	observation	0.0	[0]
00881545-n	look out	0.0	[0, 0]
00881998-v	congratulate	34.0	[34.0, 34.0, 34.0]
00882961-n	smell	0.0	[0]
00885695-a	enthusiastic	43.83333333333333	[34.0, 53.666666666666664]
00888477-a	devouring	0.0	[0]
00890590-v	assure	16.5	[0, 0.0, 34.0, 0.0, 20.0, 34.0, 34.0, 10.0]
00902932-v	bid	0.0	[0, 0]
00903559-n	photography	0.0	[0, 0]
00912048-v	exclaim	0.0	[0]
00912473-v	shout	0.0	[0, 0, 0, 0, 0.0, 0]
00913065-v	yell	0.0	[0, 0.0]
00914769-v	put in	0.0	[0]
00920336-v	ascertain	0.0	[0]
00921014-a	exciting	34.0	[34.0]
00923197-v	say	0.0	[0, 0]
00929509-v	flash	0.0	[0]
00930009-v	burst out	0.0	[0, 0]
00933154-a	expensive	0.0	[0]
00934199-a	cheap	0.0	[0]
00956405-v	embellish	0.0	[0]
00959376-n	skirmish	-34.0	[-34.0]
00966960-a	unacquainted with	-20.0	[-20.0]
00971660-a	cool	34.0	[34.0]
00974367-v	announce	0.0	[0, 0]
00978754-a	prompt	0.0	[0, 0, 0, 0]
00981944-v	ejaculate	-31.5	[0, 1.0, -59.0, -68.0]
00987180-a	obese	0.0	[0]
00988028-v	represent	0.0	[0]
00988077-a	stout	-12.8	[0, 0, 0, 0.0, -64.0]
00988077-a	portly	0.0	[0]
00995775-a	favourable	34.0	[34.0]
01001547-a	unfortunate	-34.0	[-34.0]
01003249-v	snap	0.0	[0]
01008947-a	opening	0.0	[0]
01019524-n	copying	0.0	[0, 0, 0]
01041061-v	be quiet	0.0	[0]
01045419-v	groan	-34.0	[-34.0, -34.0, -34.0, -34.0]
01055829-v	hum	0.0	[0]
01055954-n	call	0.0	[0]
01057200-n	providing	0.0	[0]
01072402-n	laughter	0.0	[0, 0.0]
01083044-v	give up	-25.5	[0, -34.0, -34.0, -34.0]
01090446-n	commerce	0.0	[0]
01096245-n	business	0.0	[0]
01104026-a	peculiar	-0.3333333333333333	[0, 0, -1.0]
01108148-v	defeat	34.0	[34.0]
01122601-n	expenditure	0.0	[0]
01124192-a	good enough	34.0	[34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0]
01135372-n	dealing	0.0	[0]
01135783-v	fire	0.0	[0, 0]
01140290-a	lithe	10.0	[20.0, 0.0]
01143040-n	preparation	0.0	[0, 0, 0, 0]
01143838-v	hunt down	0.0	[0, 0.0, 0]
01144876-n	guidance	0.0	[0]
01147347-n	custody	0.0	[0, 0]
01155206-a	velvet	0.0	[0]
01156834-v	take	0.0	[0, 0]
01168569-n	competition	-34.0	[-34.0]
01170962-n	fight	-34.0	[-34.0]
01171213-a	sound	64.0	[64.0]
01172139-a	florid-faced	0.0	[0]
01188485-v	lust	0.0	[0]
01215421-v	get	13.75	[0, 0, 0.0, 55.0]
01216191-n	maintenance	0.0	[0]
01227083-n	good turn	34.0	[34.0]
01228877-n	deference	34.0	[34.0]
01230710-v	incite	0.0	[0, 0.0]
01234345-n	absence	-17.0	[0, -34.0]
01235769-v	butt	-20.0	[-20.0]
01236164-v	strike	0.0	[0, 0]
01243373-a	uncongenial	-34.0	[-34.0]
01248958-a	fiery	0.0	[0, 0]
01250569-n	shoot down	-64.0	[-64.0]
01258302-v	fell	0.0	[0, 0, 0, 0]
01265308-a	comical	0.0	[0]
01265308-a	funny	34.0	[34.0, 34.0]
01277753-a	consequential	0.0	[0]
01278817-v	pucker	0.0	[0]
01283508-a	stately	0.0	[0]
01284836-a	formidable	91.125	[95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 64.0, 95.0]
01310273-a	candid	0.0	[0]
01316401-v	hunt	0.0	[0, 0]
01335458-a	bright	17.0	[0, 34.0]
01335903-a	quick	0.0	[0, 0]
01346978-v	close	0.0	[0, 0, 0]
01350674-a	introspective	0.0	[0, 0]
01359861-a	wrinkled	0.0	[0]
01360413-a	wrinkled	0.0	[0]
01367862-v	button	0.0	[0, 0]
01380122-v	spread	0.0	[0]
01383756-a	large	0.0	[0, 0]
01393339-v	mop	0.0	[0]
01393483-a	minute	0.0	[0]
01414467-v	knock	0.0	[0]
01414626-v	thump	0.0	[0]
01416539-v	hammer	0.0	[0]
01434140-v	bring	0.0	[0]
01434822-v	pile	0.0	[0]
01446991-a	baggy	0.0	[0, 0]
01448100-v	pull	0.0	[0]
01454810-v	haul	0.0	[0]
01457692-a	heavy	0.0	[0]
01458054-a	thin	0.0	[0, 0]
01466978-v	abut	0.0	[0, 0]
01469770-v	ask in	0.0	[0]
01474209-v	set out	0.0	[0]
01474550-v	release	0.0	[0]
01478002-v	stop	0.0	[0]
01478603-v	choke	-34.0	[-34.0]
01482449-v	pack	0.0	[0, 0]
01484987-a	womanly	0.0	[0]
01485513-v	unpack	0.0	[0]
01488616-a	grown	0.0	[0]
01496592-a	nominal	0.0	[0, 0, 0]
01500372-v	put down	0.0	[0]
01515692-a	concerned	0.0	[0]
01515692-a	interested	0.0	[0]
01520091-a	perfect	0.0	[0]
01522716-v	encircle	0.0	[0]
01525659-a	stiff	0.0	[0]
01527271-v	wedge	0.0	[0]
01527420-a	metal	0.0	[0, 0]
01528339-v	lounge	0.0	[0, 0]
01528730-a	golden	0.0	[0]
01528821-v	plant	0.0	[0, 0]
01537409-v	stain	0.0	[0]
01543998-v	sit down	0.0	[0]
01545883-v	rest	0.0	[0]
01547390-v	relapse	0.0	[0]
01569566-v	put in	0.0	[0]
01571363-a	artificial	0.0	[0, 0]
01573276-v	rend	-34.0	[-34.0]
01580467-v	wrap	0.0	[0]
01581305-a	extra	0.0	[0]
01584701-v	shove	0.0	[0]
01587474-a	filthy	-64.0	[-64.0]
01592509-a	royal	0.0	[0]
01597286-v	shoot	0.0	[0]
01605630-n	hawk	0.0	[0]
01610101-v	rest	0.0	[0]
01611240-v	perch	0.0	[0]
01629000-v	give	0.0	[0]
01649999-v	prompt	0.0	[0]
01661243-v	put up	0.0	[0]
01674242-a	everyday	0.0	[0]
01674242-a	routine	0.0	[0]
01681333-v	tattoo	0.0	[0]
01688771-v	present	0.0	[0, 0]
01699172-v	write about	0.0	[0]
01716619-v	play	0.0	[0]
01747602-v	copy out	0.0	[0, 0]
01750386-a	complete	44.8	[95.0, 95.0, 0, 34.0, 0]
01755627-a	temporary	0.0	[0, 0, 0]
01758308-n	bill	0.0	[0]
01766784-a	questioning	-10.0	[-20.0, 0]
01787955-v	vex	-34.0	[-34.0]
01788048-a	check	0.0	[0]
01793254-a	featureless	-20.0	[-20.0]
01805157-a	pleased	44.0	[64.0, 34.0, 34.0]
01808374-v	disgust	-64.0	[-64.0]
01810126-v	stagger	-20.0	[-20.0]
01811441-v	hope	8.88888888888889	[0, 0, 0, 0, 0, 53.333333333333336]
01812237-a	shiny	0.0	[0]
01814396-v	deject	-34.0	[-34.0]
01834053-v	plunge	0.0	[0]
01844048-v	visit	0.0	[0]
01847242-a	here	6.2	[0, 0, 0, 31.0, 0]
01849960-a	pompous	-20.0	[-20.0]
01855672-n	goose	-34.0	[-34.0]
01856211-v	move out	0.0	[0]
01859221-v	stop	0.0	[0]
01864230-v	start	0.0	[0]
01868370-v	wriggle	0.0	[0]
01873157-v	thrust out	0.0	[0, 0]
01877620-v	swing	0.0	[0]
01892830-a	shabbygenteel	-34.0	[-34.0]
01893988-v	budge	0.0	[0]
01899262-v	thrust	0.0	[0, 0, 0]
01902877-n	scale	0.0	[0]
01903110-n	fish scale	0.0	[0]
01903756-v	tide	0.0	[0]
01909077-a	dingy	-34.0	[-34.0]
01909812-v	turn	0.0	[0]
01909978-v	turn over	0.0	[0]
01917594-a	funny	0.0	[0]
01919391-v	march	0.0	[0]
01919898-v	troop	0.0	[0]
01920698-v	tramp	0.0	[0]
01923909-v	climb	0.0	[0]
01926229-a	justified	34.0	[34.0]
01942732-a	fantastic	-34.0	[-34.0, -34.0]
01967373-v	dive	0.0	[0, 0]
01969216-v	go up	0.0	[0]
01978069-v	plank down	0.0	[0]
01982650-n	lobster	0.0	[0]
01995211-v	pull	0.0	[0, 0, 0]
01999798-v	conduct	0.0	[0]
02004227-v	run down	0.0	[0, 0]
02005496-v	go home	0.0	[0, 0, 0, 0, 0]
02008396-v	quit	0.0	[0]
02010082-v	walk away	0.0	[0]
02010082-v	walk off	0.0	[0, 0]
02010127-a	hollow	0.0	[0]
02016523-v	step in	0.0	[0, 0]
02018141-a	poetic	0.0	[0]
02020590-v	make	0.0	[0, 0, 0, 0]
02021921-v	get through	0.0	[0]
02030158-v	part	0.0	[0]
02038994-a	stout	0.0	[0]
02040273-v	bow	13.5	[0, 20.0, 34.0, 0]
02041877-v	break down	-34.0	[-34.0]
02042067-v	burrow	0.0	[0, 0]
02050132-v	go through	0.0	[0]
02053941-v	go up	0.0	[0]
02054703-v	close in	0.0	[0, 0, 0]
02054989-v	stretch out	0.0	[0]
02064427-a	one	0.0	[0, 0, 0, 0, 0, 0, 0]
02070342-a	different	0.0	[0, 0]
02070466-v	stream	0.0	[0]
02072849-v	pass away	0.0	[0]
02073545-v	escape from	0.0	[0, 0]
02079933-v	convey	0.0	[0]
02081114-a	all right	28.333333333333332	[34.0, 34.0, 34.0, 0, 34.0, 34.0]
02088107-v	draw	0.0	[0]
02098458-v	curl up	0.0	[0]
02100877-n	irish-setter	0.0	[0]
02107588-v	divine	0.0	[0]
02108672-n	bulldog	0.0	[0, 0.0]
02110552-v	feel	0.0	[0]
02127613-v	feel	0.0	[0]
02131777-v	take a look	0.0	[0]
02135048-v	sound	0.0	[0]
02137592-v	peep	0.0	[0]
02138611-v	flash	0.0	[0, 0]
02138766-v	develop	0.0	[0]
02153705-a	cleanshaven	0.0	[0]
02154508-v	detect	0.0	[0]
02157519-v	turn up	0.0	[0]
02159427-v	guide	0.0	[0]
02176841-a	tangled	-49.5	[-34.0, -65.0]
02180277-a	unfeigned	34.0	[34.0]
02187379-a	eleven	0.0	[0, 0]
02187465-a	dozen	0.0	[0, 0]
02188431-a	twenty-one	0.0	[0, 0.0]
02190188-v	quiet	0.0	[0]
02204094-v	keep	0.0	[0, 0]
02206619-v	take	0.0	[0]
02212646-v	enter upon	0.0	[0]
02212646-v	come upon	0.0	[0]
02215087-a	unique	0.0	[0, 0, 0]
02217799-a	dual	0.0	[0]
02234388-a	smoke-laden	0.0	[0]
02236842-a	smooth	6.666666666666667	[0, 0.0, 20.0]
02252931-v	pay	0.0	[0]
02268246-v	be	0.0	[0, 0, 0, 0, 0, 0]
02281093-v	put in	0.0	[0]
02284951-v	refund	0.0	[0]
02286687-v	light upon	0.0	[0, 0]
02289295-v	earn	0.0	[0, 0, 0]
02292125-v	gain	0.0	[0, 0, 0]
02306281-v	raise	0.0	[0]
02308741-v	contribute	0.0	[0]
02324026-v	borrow	0.0	[0]
02324045-n	rabbit	0.0	[0]
02327200-v	provide	17.0	[0, 34.0]
02327569-a	tenacious	10.0	[20.0, 0]
02328108-a	determined	34.0	[34.0]
02334867-v	arm	0.0	[0]
02344381-v	repay	11.333333333333334	[0, 0, 34.0]
02391803-v	set	0.0	[0, 0]
02393791-a	brassy	0.0	[0]
02394183-v	fill	0.0	[0, 0]
02410175-v	keep	0.0	[0, 0, 0]
02413480-v	work	0.0	[0, 0]
02418421-v	play	0.0	[0]
02418692-a	out of the question	0.0	[0, 0.0]
02419434-a	contemplative	0.0	[0]
02423073-a	cleancut	0.0	[0]
02426395-v	shut up	0.0	[0]
02426395-v	close	0.0	[0]
02427103-v	found	0.0	[0]
02429810-v	call	0.0	[0]
02443849-v	run	0.0	[0]
02445509-v	carry on	0.0	[0]
02447370-v	entitle	0.0	[0, 0]
02451912-v	interfere	-27.2	[-34.0, -34.0, -34.0, 0, -34.0]
02453321-v	save	17.0	[0, 34.0]
02464065-n	knee	0.0	[0]
02488641-v	drop in	0.0	[0]
